agent_id,role,declaration_type,declaration_date,declaration_id,institution,gross_salary,side_income_consulting,side_income_board_memberships,assets_in_real_estate,assets_in_vehicles,assets_in_stocks
A00504,Judge,initial,2021-11-16 21:23:04,D003288,Courts,63142.051254716585,15203.710789887411,1547.7919146110098,45623.43394481576,46501.279553013825,40092.735835005566
A00504,Judge,regular,2022-01-15 00:00:00,D003289,Courts,45231.989242770476,16765.187105372574,16456.627237075896,37741.29818181843,27007.578713031762,15373.534192804847
A00504,Judge,regular,2023-01-15 00:00:00,D003290,Courts,59910.67936180906,51143.49197063222,50467.64004910445,24290.697850560635,21606.72353744599,24509.134709872225
A00504,Judge,regular,2024-01-15 00:00:00,D003291,Courts,71760.04168966122,19738.37596609209,49131.48098161859,5561.135930053053,1730.9496323039232,752.745299692933
A00504,Judge,regular,2025-01-15 00:00:00,D003292,Courts,57176.079973705404,3145.001290958426,217.74706778194957,19106.810135660227,50267.26018662363,748.8068139124296
A00504,Judge,regular,2026-01-15 00:00:00,D003293,Courts,77896.69418776542,11466.482728089512,2272.2049293354066,4123.242621069557,7000.523366313505,4392.053774720433
A00505,Judge,initial,2021-09-26 20:09:52,D003294,Courts,75322.73089172796,21270.455511324635,17497.107810208105,2842.243155116849,27377.908589082406,8875.283616842373
A00505,Judge,regular,2022-01-15 00:00:00,D003295,Courts,73783.72281987494,24098.427219224544,37740.18829534366,20024.734425968683,43221.955874584935,4037.0329558703156
A00505,Judge,regular,2023-01-15 00:00:00,D003296,Courts,53105.148415905045,39766.29269554928,61778.492080709126,19596.626677350632,5601.779288038781,20154.98161522072
A00505,Judge,regular,2024-01-15 00:00:00,D003297,Courts,43802.36328327769,3981.3913774129132,39405.605710503296,3406.8038259603945,49208.36409914538,6483.8125794644975
A00505,Judge,regular,2025-01-15 00:00:00,D003298,Courts,50796.185919558084,60541.217282213554,22640.060228286315,8690.496549386902,18931.99120889523,37383.745275723835
A00505,Judge,regular,2026-01-15 00:00:00,D003299,Courts,62943.61411000081,1219.2060683553332,4476.002275814676,1371.598574980015,21519.320185215773,16447.075310508502
A00505,Judge,exceptional,2019-03-25 03:35:11,D003300,Courts,68186.80070298533,82408.1878371853,1507.8692465464603,25156.834831171356,49187.792660905885,9498.861229002123
A00505,Judge,exceptional,2023-10-16 23:19:26,D003301,Courts,27426.428928593286,39005.78747887233,973.6348373453837,87633.57613952908,14961.99257523815,44713.144787584584
A00506,Judge,initial,2021-12-01 19:04:14,D003302,Courts,59878.30197582374,21592.245712606033,18938.957149249218,26934.255448341577,11619.510344595063,35247.47711278878
A00506,Judge,regular,2022-01-15 00:00:00,D003303,Courts,62371.338379847766,26560.169460116354,737.1930166372126,37177.50387572136,20060.50299398239,34299.87407696618
A00506,Judge,regular,2023-01-15 00:00:00,D003304,Courts,55836.83615526673,1509.3904079740894,26883.09335947273,12938.377036465536,16149.78114366031,26064.90807692261
A00506,Judge,regular,2024-01-15 00:00:00,D003305,Courts,79369.10758523818,847.2941547796581,24928.61281594438,2009.3187438540763,1268.9308834395072,19049.466796577977
A00506,Judge,regular,2025-01-15 00:00:00,D003306,Courts,66326.70111376306,2146.4887812344837,1659.1736367647704,25936.86423964736,3981.0235212757807,9140.118110771828
A00506,Judge,regular,2026-01-15 00:00:00,D003307,Courts,79652.87862121346,1828.2715511939737,47422.06833553029,5928.273648463779,273.1868892049006,10984.41500945865
A00507,Judge,initial,2024-03-13 14:17:58,D003308,Courts,56760.59219474652,15854.101656197108,14759.932513705467,9830.068552773251,2289.434371170719,20832.770776178506
A00507,Judge,regular,2025-01-15 00:00:00,D003309,Courts,74062.16238760388,4852.746197655549,46959.71928713999,24287.14741968064,26175.533186189823,3795.900255258463
A00507,Judge,regular,2026-01-15 00:00:00,D003310,Courts,84525.99591791279,39351.65546725157,46376.33354364392,47032.256208612715,94.44588613130843,35183.67200528026
A00508,Judge,initial,2018-09-13 08:58:54,D003311,Courts,79675.40173908992,11802.738923463807,4388.859734322628,13320.3332415411,7259.7684875337545,55829.79506142915
A00508,Judge,regular,2019-01-15 00:00:00,D003312,Courts,43617.876098569,23782.371957399217,9579.357863355448,65196.85925241494,11932.079021064801,2062.562544543418
A00508,Judge,regular,2020-01-15 00:00:00,D003313,Courts,56194.85883686429,21161.2967917213,2891.8776187999956,14675.36425107394,55551.94458958336,454.23298154105834
A00508,Judge,regular,2021-01-15 00:00:00,D003314,Courts,54822.529418253056,7708.927698827292,29831.142976515705,2613.804615870163,7920.407540284763,3079.351339019907
A00508,Judge,regular,2022-01-15 00:00:00,D003315,Courts,67338.81802614492,5572.268306823696,14028.624596363281,14614.22915356038,30569.214040883096,28534.212531874025
A00508,Judge,regular,2023-01-15 00:00:00,D003316,Courts,70295.303325218,8384.88061798941,52847.37724443199,39412.131035155646,10510.853794356615,2281.8944956776154
A00508,Judge,regular,2024-01-15 00:00:00,D003317,Courts,47416.60988961396,31857.356539389744,4669.313200990224,15445.76166835462,2073.7134926682347,9312.25146104668
A00508,Judge,regular,2025-01-15 00:00:00,D003318,Courts,61017.57770875406,17651.16489673011,23318.62376679602,27547.116412340587,2081.5323152456767,1304.0786562938436
A00508,Judge,regular,2026-01-15 00:00:00,D003319,Courts,29701.090017657953,5848.229101287822,90632.49902071286,15879.586489427831,11327.958393097855,11332.305462446186
A00509,Judge,initial,2022-09-20 08:50:44,D003320,Courts,81629.17508702834,34058.10456376664,21895.26980534003,15795.56530390895,1192.5189578645059,18519.7048749292
A00509,Judge,regular,2023-01-15 00:00:00,D003321,Courts,52314.3863898496,1126.3153205066458,1425.064186051941,6702.76776817126,16954.85711318538,19804.645136268882
A00509,Judge,regular,2024-01-15 00:00:00,D003322,Courts,60837.95909766745,24025.08838239134,17755.248708193456,4494.40799161839,13610.532531502453,14634.240568086325
A00509,Judge,regular,2025-01-15 00:00:00,D003323,Courts,55355.25429017908,11564.281579964498,3965.183768553655,6540.070418332267,24249.186644774134,55647.25819567305
A00509,Judge,regular,2026-01-15 00:00:00,D003324,Courts,77190.41362520122,26282.479691320623,619.5533819822939,11626.316990420968,4106.6013890223085,15148.873255197783
A00509,Judge,exceptional,2025-11-13 17:28:52,D003325,Courts,20000.0,52472.69588151764,8158.182765521097,33171.5243681605,17975.365697563073,39213.69842199338
A00509,Judge,exceptional,2019-12-15 21:45:49,D003326,Courts,59750.844865111365,27728.615244194236,6187.761258970507,35320.794395213,3835.864870923582,99310.59499981017
A00510,Judge,initial,2020-04-04 04:25:37,D003327,Courts,58412.71863753453,11666.684625451458,31096.238938880506,3567.6540711718126,25619.50429638603,5220.683341057468
A00510,Judge,regular,2021-01-15 00:00:00,D003328,Courts,53195.454186124756,3273.348987977858,9357.89440566509,16097.443203924702,7339.085001744033,6172.270062281536
A00510,Judge,regular,2022-01-15 00:00:00,D003329,Courts,85893.39818453448,32834.15824099992,26407.045038351087,10758.03536216946,19059.934731526533,14757.43282263817
A00510,Judge,regular,2023-01-15 00:00:00,D003330,Courts,46690.05811716343,12349.870500318242,327.44578853618174,16922.970951786057,42856.53361621855,4027.1123960796085
A00510,Judge,regular,2024-01-15 00:00:00,D003331,Courts,71576.94265853491,1565.9849093193789,298.45857034861154,20861.095041938028,13397.760724488877,16607.998620889917
A00510,Judge,regular,2025-01-15 00:00:00,D003332,Courts,65343.79183059125,25391.955483948917,595.033642313105,6559.306262487351,4271.096160312418,23064.954193597754
A00510,Judge,regular,2026-01-15 00:00:00,D003333,Courts,78922.78878803275,6902.042389115378,4952.783736795367,50326.05960097258,43452.709807539366,1245.9683531682108
A00511,Judge,initial,2025-06-29 06:50:50,D003334,Courts,49992.163728337415,1002.4738781110091,9367.707906769649,54805.73159270042,8881.402184247956,22876.057654377168
A00511,Judge,regular,2026-01-15 00:00:00,D003335,Courts,49005.46651314362,46609.61466578973,18722.003142828402,2226.6270591823622,26205.40668408267,3474.377946455579
A00512,Judge,initial,2021-06-19 19:55:30,D003336,Courts,76441.04861216099,13198.159191167339,85251.31554532023,24281.707361921788,7716.063888621971,7114.039991556889
A00512,Judge,regular,2022-01-15 00:00:00,D003337,Courts,66379.81962495166,6596.795093589548,8751.79961863264,675.9358679834949,7082.576408446763,26850.12967452415
A00512,Judge,regular,2023-01-15 00:00:00,D003338,Courts,36825.939799848624,25202.86174596617,1145.3570102396225,953.655307290792,20546.024646553997,3572.7270138635113
A00512,Judge,regular,2024-01-15 00:00:00,D003339,Courts,51910.42478305094,43414.017218327346,4335.7797295683795,63306.6604398979,3399.437030845773,15172.19929344963
A00512,Judge,regular,2025-01-15 00:00:00,D003340,Courts,65795.7398077209,6.142443818955554,45626.61820112935,23739.241865106676,40344.194205319574,17791.77382560787
A00512,Judge,regular,2026-01-15 00:00:00,D003341,Courts,72566.46332319884,23285.56874947495,24038.1115268105,7847.2750335884875,9808.175683972879,3591.0967099115214
A00513,Judge,initial,2021-10-31 09:31:18,D003342,Courts,49811.54020210567,29135.34031192412,31232.0902152299,22165.83978829915,389.31337521908654,6425.644306058847
A00513,Judge,regular,2022-01-15 00:00:00,D003343,Courts,20000.0,4712.609470743078,2651.6244418262695,37394.64300270083,7289.433005755962,18651.65059546209
A00513,Judge,regular,2023-01-15 00:00:00,D003344,Courts,67848.3477860555,13452.144793519989,2900.2146041349715,40943.8981908497,30739.212666997555,12368.16129111569
A00513,Judge,regular,2024-01-15 00:00:00,D003345,Courts,41695.18965084036,1870.5252148852746,2381.21219789856,414.66469563366553,39230.87412210052,21575.095265491884
A00513,Judge,regular,2025-01-15 00:00:00,D003346,Courts,29739.91802816383,27467.553438912873,38921.88632359423,34100.04330537396,16781.05184879473,38581.41791315125
A00513,Judge,regular,2026-01-15 00:00:00,D003347,Courts,20000.0,37606.0464330304,4713.6266541589885,38374.0531586285,6965.897897962002,2901.302137258412
A00514,Judge,initial,2019-07-20 06:41:41,D003348,Courts,72209.71290296612,2289.9685077974827,20608.892893018463,18105.542344930243,15009.344776211934,1465.0252399673996
A00514,Judge,regular,2020-01-15 00:00:00,D003349,Courts,61929.2617560745,33906.48064793193,14520.283262768178,13074.831365032187,36203.597597038424,21975.840226572396
A00514,Judge,regular,2021-01-15 00:00:00,D003350,Courts,56615.154289316226,29530.52415292529,15722.358102946913,2353.1365093710833,7597.0533901861345,29449.567167708567
A00514,Judge,regular,2022-01-15 00:00:00,D003351,Courts,80835.36544444143,8520.908357769322,4349.079314713241,5478.5773808986905,9736.87579782628,11931.555464363832
A00514,Judge,regular,2023-01-15 00:00:00,D003352,Courts,69559.87024534609,23442.3477090012,20170.647628701186,13485.9244197224,15517.28164366697,10014.518282326357
A00514,Judge,regular,2024-01-15 00:00:00,D003353,Courts,84244.50064082874,0.9625010460700039,881.1388945618779,40061.42256133843,43631.823584907295,18165.055317124272
A00514,Judge,regular,2025-01-15 00:00:00,D003354,Courts,39108.96791749506,53705.52645459913,100633.93962185486,32504.675942627997,17452.604219597764,16034.878644432998
A00514,Judge,regular,2026-01-15 00:00:00,D003355,Courts,59481.74064069055,15987.193861653031,542.4688764634913,13700.786005428436,4654.161805405845,13473.58595503999
A00515,Judge,initial,2025-06-15 07:39:43,D003356,Courts,35749.29937577978,19369.523432732956,1029.1617533224914,30800.757941007538,1866.531803983262,34152.6089508516
A00515,Judge,regular,2026-01-15 00:00:00,D003357,Courts,56559.265022167994,21852.1717523881,7850.407671618327,29025.907785350722,1996.7151484174553,3811.118366469886
A00516,Judge,initial,2019-12-25 00:27:39,D003358,Courts,56270.76219349984,16481.936106324934,35631.27514426475,17303.178200365688,60014.724966233276,22864.38571754119
A00516,Judge,regular,2020-01-15 00:00:00,D003359,Courts,69399.20455894606,38865.21748522269,5946.2785176722855,4977.573887207287,34565.83389525295,27044.796274405282
A00516,Judge,regular,2021-01-15 00:00:00,D003360,Courts,60683.45821712847,18816.885980402476,12770.718458178473,8554.329947574155,29036.267479698603,46313.81405062351
A00516,Judge,regular,2022-01-15 00:00:00,D003361,Courts,69351.10707419874,47667.226161136336,362.81773104296195,3584.077640546993,13718.052880784355,58044.91240959443
A00516,Judge,regular,2023-01-15 00:00:00,D003362,Courts,70551.60199708342,17461.350319130524,1643.2843201143298,143.52387637967377,22327.764000213414,14180.069732690876
A00516,Judge,regular,2024-01-15 00:00:00,D003363,Courts,92323.93016074713,3753.656180694277,18728.136641532717,1679.0578622817163,2723.963009117503,11370.507782577906
A00516,Judge,regular,2025-01-15 00:00:00,D003364,Courts,55270.550170708135,48966.68631130423,4322.327731691985,28511.15428515284,19398.879104620617,14019.900450043377
A00516,Judge,regular,2026-01-15 00:00:00,D003365,Courts,45884.65949000431,22890.663858735792,23700.048570951236,681.1930234721616,33296.97582569882,26378.641318802933
A00517,Judge,initial,2023-11-06 16:31:29,D003366,Courts,63691.25422974613,24028.78662132793,30778.7665338307,10211.601038895209,1283.0650323081484,346.4101291710912
A00517,Judge,regular,2024-01-15 00:00:00,D003367,Courts,47965.79959290685,84646.97679272499,37987.00934089342,85062.5835841533,7023.812274146316,3826.6955328229187
A00517,Judge,regular,2025-01-15 00:00:00,D003368,Courts,82229.41152654804,1563.4811017302777,2872.7737188688725,31718.257947358325,2336.939628503328,47646.9263978175
A00517,Judge,regular,2026-01-15 00:00:00,D003369,Courts,55751.72941582151,11193.057020776016,12158.06074867605,27775.356755987803,6028.238907114634,4349.062458386026
A00518,Judge,initial,2023-03-09 08:13:25,D003370,Courts,51516.35448189014,5464.945622566,58780.02676285137,6423.640108793417,29614.19955056102,5187.940719562634
A00518,Judge,regular,2024-01-15 00:00:00,D003371,Courts,52930.26418273323,19908.1109088153,29575.522628064256,20529.37977413786,8070.81420763546,56090.452251244285
A00518,Judge,regular,2025-01-15 00:00:00,D003372,Courts,70776.26135207461,32881.79667837799,2487.704234265894,13811.483778250744,23403.27311338698,6970.743588220717
A00518,Judge,regular,2026-01-15 00:00:00,D003373,Courts,57633.79525152772,67811.5052682405,13963.204297657918,19553.98453681508,29682.776834219276,6862.281644181178
A00518,Judge,exceptional,2024-03-16 04:25:21,D003374,Courts,50374.997698044266,12124.573412652957,51118.752981213904,11447.50100933971,33925.93409465643,51463.96539923332
A00518,Judge,exceptional,2021-09-24 22:34:09,D003375,Courts,84980.27876435296,30855.991072735753,11597.755864622184,15141.474166340768,41330.576363271335,9402.696565789653
A00519,Judge,initial,2019-08-02 20:13:05,D003376,Courts,47157.45239007375,49790.7291060234,36331.40766375432,89128.5374518975,18207.953204576403,13622.08060200324
A00519,Judge,regular,2020-01-15 00:00:00,D003377,Courts,60533.491110494906,22997.612669604474,13697.379639357545,7989.050052288397,6587.862352310004,16438.13524055493
A00519,Judge,regular,2021-01-15 00:00:00,D003378,Courts,69784.59227415346,5560.775773328618,2259.1566519323032,4878.478853168412,3263.5248379715827,40541.91268560023
A00519,Judge,regular,2022-01-15 00:00:00,D003379,Courts,35529.9733437439,18722.42889779206,3199.969841396977,11902.067277529386,14011.842680091042,1614.9066891602354
A00519,Judge,regular,2023-01-15 00:00:00,D003380,Courts,67203.90752108887,70099.21534635188,956.0038959887794,14860.21986325307,2186.4165355848645,6045.256746001325
A00519,Judge,regular,2024-01-15 00:00:00,D003381,Courts,44173.38486779326,87726.84484905639,4346.081201968858,1790.3740539681899,48320.44697579335,17686.545805079422
A00519,Judge,regular,2025-01-15 00:00:00,D003382,Courts,72341.74171251003,20564.557844164927,44813.644568701835,32795.058294849885,11685.146572803891,11404.888589386042
A00519,Judge,regular,2026-01-15 00:00:00,D003383,Courts,45560.23482121536,43605.18257443692,21007.762604037016,10965.45485344577,41268.867267810594,6522.381145793493
A00519,Judge,exceptional,2020-05-07 04:57:01,D003384,Courts,70391.5354777329,4471.607030165595,26853.73759246882,10660.975914618512,24707.23194279475,10540.531715220543
A00519,Judge,exceptional,2025-06-17 21:34:06,D003385,Courts,76587.4959944207,5649.34334016819,19439.31742936502,21508.064965412847,38928.66451318024,67771.13344854265
A00520,Judge,initial,2021-11-17 20:18:58,D003386,Courts,72921.54788449207,61104.386329240086,9772.781254949448,29677.643991088484,43076.07707198243,425.13801210878563
A00520,Judge,regular,2022-01-15 00:00:00,D003387,Courts,63769.749723571535,2905.9583895526307,4888.904919310361,85288.81160835808,1095.3231647689984,3179.3168124672507
A00520,Judge,regular,2023-01-15 00:00:00,D003388,Courts,56530.48585605451,4241.75876124149,51969.90755990707,3811.583912703129,25838.44499303978,376.62740122797464
A00520,Judge,regular,2024-01-15 00:00:00,D003389,Courts,51353.706354977345,10913.469672036988,14465.109675180303,8479.375502053112,5137.825479648916,17998.343214365697
A00520,Judge,regular,2025-01-15 00:00:00,D003390,Courts,82065.52036225656,17811.694013140976,13120.877273558453,3684.642064196421,90744.4476834533,260.4257080267343
A00520,Judge,regular,2026-01-15 00:00:00,D003391,Courts,49507.57169748535,18517.59211911159,110956.55266153706,42548.285542882746,30137.894906902566,12103.311274029433
A00521,Judge,initial,2021-12-20 11:40:46,D003392,Courts,44444.00889645006,6905.545995939001,9687.893333867394,15903.29861919337,75.4421653322266,39207.75862562742
A00521,Judge,regular,2022-01-15 00:00:00,D003393,Courts,69980.53402549245,50668.639264157515,38500.14694044119,38270.421096788436,52460.30401277913,2045.1952188908162
A00521,Judge,regular,2023-01-15 00:00:00,D003394,Courts,48057.947952202565,49325.60194837634,39659.95795404593,84296.76829040323,6914.866878228093,9088.08841602606
A00521,Judge,regular,2024-01-15 00:00:00,D003395,Courts,45749.04753800809,9953.846652859665,5296.771931381711,15979.341849347029,10779.482007206961,9496.236880521043
A00521,Judge,regular,2025-01-15 00:00:00,D003396,Courts,38345.93606745353,11393.536547692229,1992.864308883456,2514.707367864758,18949.724770503686,8996.31215632675
A00521,Judge,regular,2026-01-15 00:00:00,D003397,Courts,52756.352408092236,24246.627253904357,74279.9380256835,8965.39761871687,49612.66644007627,25999.547804593913
A00522,Judge,initial,2023-04-18 13:57:53,D003398,Courts,58759.274641552605,21753.20343692103,11098.92439193233,737.2074023055768,52435.603371676676,88.38699838090366
A00522,Judge,regular,2024-01-15 00:00:00,D003399,Courts,63646.37591491048,9634.950875716566,44.45581159599661,37849.409139087016,16578.04431203526,30279.37983757179
A00522,Judge,regular,2025-01-15 00:00:00,D003400,Courts,74269.59366449225,10697.047755289186,13823.695499916574,360.9769301633908,7617.142542313987,36532.153832621894
A00522,Judge,regular,2026-01-15 00:00:00,D003401,Courts,67903.4688549869,8555.408960269635,19314.89142128396,17938.832291586412,6547.592368737567,11293.797534728252
A00523,Judge,initial,2022-11-13 09:56:03,D003402,Courts,57136.9167067023,5367.656978103146,29930.06533144049,2243.9720861076316,9063.62559580311,43635.15538543797
A00523,Judge,regular,2023-01-15 00:00:00,D003403,Courts,57027.064854304204,12254.891845607683,57273.78113255,151.7309320366295,3981.5515672341708,9594.260694770388
A00523,Judge,regular,2024-01-15 00:00:00,D003404,Courts,67652.36203372775,23194.91670808426,49342.268787534806,5918.329438726071,22163.13494816798,23730.700071225427
A00523,Judge,regular,2025-01-15 00:00:00,D003405,Courts,79088.55244392855,27093.33306434481,56313.539006194034,16052.643494508193,15007.139965510825,9847.434983338007
A00523,Judge,regular,2026-01-15 00:00:00,D003406,Courts,61894.712992248,30180.42026979224,653.0497091130809,1561.1317241492009,29697.089950074802,771.5615509877349
A00524,Judge,initial,2024-06-16 13:39:04,D003407,Courts,52963.03718684387,9391.49885339903,24880.216973646762,19084.41548100368,1976.7769362343981,1742.2575990701393
A00524,Judge,regular,2025-01-15 00:00:00,D003408,Courts,45107.009983716816,28932.440055008894,5119.998232828996,22294.35909669438,10213.373532995602,11669.697583927646
A00524,Judge,regular,2026-01-15 00:00:00,D003409,Courts,38321.921033816616,130.75279125671355,4154.084253447958,69930.89731812399,5485.128508014142,92296.51951298697
A00525,Judge,initial,2019-11-27 10:06:29,D003410,Courts,69994.04508065285,12965.386053646029,32220.64050706924,45959.33157301911,15322.367943246609,3909.518555642831
A00525,Judge,regular,2020-01-15 00:00:00,D003411,Courts,68669.67785459336,31588.302816344443,10795.81137578175,16730.704504724,12631.410215483773,45187.05584968941
A00525,Judge,regular,2021-01-15 00:00:00,D003412,Courts,68660.45287659993,19887.4629449415,49682.157565579,31536.008028392214,11940.944479284208,50363.69025436939
A00525,Judge,regular,2022-01-15 00:00:00,D003413,Courts,58070.108304719164,12851.481626885095,867.2353986660754,9039.850755744856,7585.822069657317,10540.753925579966
A00525,Judge,regular,2023-01-15 00:00:00,D003414,Courts,81104.02118837627,20692.591310759934,32408.038916405738,17623.88832733414,25954.359649125417,12391.447972840733
A00525,Judge,regular,2024-01-15 00:00:00,D003415,Courts,52738.22258122773,47491.506860274414,2942.974612360932,10328.631822130219,13138.916740135655,13976.080701884668
A00525,Judge,regular,2025-01-15 00:00:00,D003416,Courts,74329.03855810808,16711.81713950191,3885.7096372939627,8220.865595755875,4519.044333823039,29428.928840558714
A00525,Judge,regular,2026-01-15 00:00:00,D003417,Courts,59418.85657515685,32167.388815077033,12976.93074733961,26012.573414037746,15857.02881179484,2641.4917660686733
A00526,Judge,initial,2019-10-29 15:16:48,D003418,Courts,50874.73852980994,78997.32758518276,10070.048111198066,7038.597087984728,18160.11078334207,7968.914079731308
A00526,Judge,regular,2020-01-15 00:00:00,D003419,Courts,68887.95460976643,24454.157774116124,13317.345913180228,9578.539119528503,432.230663820678,3743.5225397695103
A00526,Judge,regular,2021-01-15 00:00:00,D003420,Courts,66144.54178025991,17034.689400178882,56277.056966734366,9151.11875877087,4557.56135059588,42142.69381443384
A00526,Judge,regular,2022-01-15 00:00:00,D003421,Courts,65354.591389003894,764.1322507505106,21423.187962381464,40866.57879503645,5552.097966528836,1462.55836838603
A00526,Judge,regular,2023-01-15 00:00:00,D003422,Courts,61219.17633084298,9383.372303487618,6858.523059724646,3736.3402032226813,5702.378194252301,27543.0576173213
A00526,Judge,regular,2024-01-15 00:00:00,D003423,Courts,59431.60377424754,16668.55088754106,3796.804118245827,9608.378960110218,5458.388119289395,11587.127956829952
A00526,Judge,regular,2025-01-15 00:00:00,D003424,Courts,95825.57989305658,31911.34825304502,10896.139266662949,43761.8901820581,6339.229120391804,25077.562068401723
A00526,Judge,regular,2026-01-15 00:00:00,D003425,Courts,77763.84967794259,11528.798098432562,12016.502935233815,308.4549477031834,6095.946832762831,44126.463282852295
A00527,Judge,initial,2022-07-31 21:36:23,D003426,Courts,70842.40342478268,64406.675625793476,18390.640077484954,59079.14087613218,43095.17378451392,8300.07860429709
A00527,Judge,regular,2023-01-15 00:00:00,D003427,Courts,61676.987373050826,6343.419281472863,6184.998673421829,45832.9861048818,7702.895598166725,5149.560749324756
A00527,Judge,regular,2024-01-15 00:00:00,D003428,Courts,75107.35800895003,27295.9179775986,29178.09654410197,10820.47896921495,8608.358557751839,21008.937498919677
A00527,Judge,regular,2025-01-15 00:00:00,D003429,Courts,67769.92164587177,10861.171954948208,2073.022782369469,21170.067121170716,6189.755633816986,120037.02383101187
A00527,Judge,regular,2026-01-15 00:00:00,D003430,Courts,60393.07129161053,13310.19259328938,16440.229101749235,94359.3000698474,68576.11594020814,26150.2859473584
A00528,Judge,initial,2022-10-30 06:53:02,D003431,Courts,55446.53512101127,32440.53985493696,19538.426152759705,16191.299938827875,15335.478303742262,31755.72109295964
A00528,Judge,regular,2023-01-15 00:00:00,D003432,Courts,58786.239935059675,7025.654779454275,4634.3939577197925,2038.4108153593322,18860.196280489035,19877.329626819785
A00528,Judge,regular,2024-01-15 00:00:00,D003433,Courts,20000.0,2036.4922998073475,34975.30429303599,38433.85727538196,26597.31740583544,9183.124119898413
A00528,Judge,regular,2025-01-15 00:00:00,D003434,Courts,63159.012589464626,14690.035696724772,19112.699563946117,2880.9092058693805,8120.727488675286,21263.606754569217
A00528,Judge,regular,2026-01-15 00:00:00,D003435,Courts,52672.858798344605,15049.224233173458,20753.47938367244,5948.498420938232,69334.20259357725,2751.941067371988
A00529,Judge,initial,2020-12-06 21:32:43,D003436,Courts,83890.04997424326,31907.522116290933,13772.886901677128,41352.68692474933,3305.1870930387445,13420.593318197085
A00529,Judge,regular,2021-01-15 00:00:00,D003437,Courts,60290.16106217632,69040.89313089871,48068.940886833254,5915.070162844527,12242.94541049938,17022.1529405644
A00529,Judge,regular,2022-01-15 00:00:00,D003438,Courts,42165.548706975576,1137.7717742266607,23678.670864491894,27336.575471343633,3143.353984022859,47449.421624490176
A00529,Judge,regular,2023-01-15 00:00:00,D003439,Courts,59251.79768807824,17914.546005921442,9620.01561391994,11872.3249140708,31248.772376461537,50444.5284546136
A00529,Judge,regular,2024-01-15 00:00:00,D003440,Courts,44308.18372406244,22868.753867708812,5452.083358065161,28521.416850283527,2270.490390916817,1240.1573919599612
A00529,Judge,regular,2025-01-15 00:00:00,D003441,Courts,67101.111235687,85092.16884069491,1474.2586154396902,5288.486068848442,16144.224956808586,19986.987453442707
A00529,Judge,regular,2026-01-15 00:00:00,D003442,Courts,64364.21046509228,57150.81014413108,3615.115757331703,10879.567219495448,2214.3026323304866,31831.050777038065
A00529,Judge,exceptional,2024-07-12 01:51:25,D003443,Courts,74367.59446662401,24927.223604623054,98350.96644939399,7659.244319496708,12053.770943947562,15376.753313519886
A00529,Judge,exceptional,2026-02-10 01:42:14,D003444,Courts,48136.77312458152,14754.081625193272,10443.357289245956,5728.165467755364,6578.638471809919,2011.222280321387
A00530,Judge,initial,2021-03-19 06:36:25,D003445,Courts,60510.121443422206,3523.3845599950696,45790.855751901036,7550.089482226666,46722.16700588129,5298.312478431766
A00530,Judge,regular,2022-01-15 00:00:00,D003446,Courts,39524.673068600474,9695.899442446052,3740.3157145792447,7801.449661823171,1091.1469454127466,7527.175865527052
A00530,Judge,regular,2023-01-15 00:00:00,D003447,Courts,70522.42172887072,17595.431227506568,11080.260750829648,62190.65215943369,20992.878796075693,21741.546084535206
A00530,Judge,regular,2024-01-15 00:00:00,D003448,Courts,67783.06770660183,25834.263237019462,64638.44472461354,15238.38721148258,23765.35112859454,1356.552968171178
A00530,Judge,regular,2025-01-15 00:00:00,D003449,Courts,67437.07531541356,20179.064060444343,1911.113729997149,12399.874557036903,43961.27701717224,15953.277356848957
A00530,Judge,regular,2026-01-15 00:00:00,D003450,Courts,60024.285470354116,25043.858747821345,18027.26820616377,13996.128882520998,42030.38236421837,2306.7462221170663
A00531,Judge,initial,2024-10-14 17:43:14,D003451,Courts,66221.59336183187,11212.663765549943,50308.612205024496,111095.06038211522,75494.22612514494,10054.496741365701
A00531,Judge,regular,2025-01-15 00:00:00,D003452,Courts,84065.08662462895,26011.677907510206,59788.39397857981,21202.59300792036,5858.163544837951,11087.063119550568
A00531,Judge,regular,2026-01-15 00:00:00,D003453,Courts,55723.586144369794,3103.653550201408,37417.02460842191,24313.260149484588,6426.855852877275,12023.682961430603
A00532,Judge,initial,2019-05-20 03:43:12,D003454,Courts,62079.67775565127,3548.7415883093786,38749.73504410935,7526.530685149443,10126.473059807511,24817.533853126053
A00532,Judge,regular,2020-01-15 00:00:00,D003455,Courts,43708.10551227885,3554.6137196303016,21121.573353497064,12755.67658084616,15425.503610050055,1693.6581845261096
A00532,Judge,regular,2021-01-15 00:00:00,D003456,Courts,46976.08557602501,44303.38474623133,4980.079055026766,4068.4212283812353,9150.181639531165,6246.117180018556
A00532,Judge,regular,2022-01-15 00:00:00,D003457,Courts,61467.199396399614,1581.6014614524076,26236.992218239327,23115.685354702455,26964.28677728712,20495.88884765076
A00532,Judge,regular,2023-01-15 00:00:00,D003458,Courts,76559.0032005286,32340.167195240094,76686.85969595308,8446.9724911917,171.63540376840285,57493.512172790826
A00532,Judge,regular,2024-01-15 00:00:00,D003459,Courts,56155.787636226414,5320.261615383861,14928.15405439679,27589.42310541034,356.240235526206,19393.69807876153
