declaration_id,agent_id,role,institution,declaration_type,declaration_date,gross_salary,side_income_consulting,side_income_board_memberships,assets_in_real_estate,assets_in_vehicles,assets_in_stocks
D001257,A0170,MP,Parliament,Initial,2024-04-24,125761.77,2126.78,14722.63,533701.9,42447.35,40464.33
D001258,A0170,MP,Parliament,Regular,2022-12-25,143951.89,1717.13,14412.11,48761.77,32611.59,53491.33
D001259,A0170,MP,Parliament,Regular,2024-02-05,117829.05,2817.82,8875.03,59347.7,30692.54,167296.68
D001260,A0170,MP,Parliament,Regular,2019-08-04,113231.26,1540.45,10698.57,77076.61,21198.59,57369.24
D001261,A0170,MP,Parliament,Regular,2024-04-25,177405.9,2523.99,17885.8,180322.93,29509.23,594423.05
D001262,A0171,MP,Parliament,Initial,2018-06-27,125646.65,5636.29,1525.8,349258.91,21629.61,184940.45
D001263,A0171,MP,Parliament,Regular,2024-10-12,118777.66,5234.01,1273.8,36273.1,25514.67,178623.51
D001264,A0171,MP,Parliament,Regular,2025-09-15,124449.13,7426.16,1294.47,20784.51,54974.06,132346.34
D001265,A0171,MP,Parliament,Regular,2020-12-23,143641.24,6827.27,879.42,435.75,55985.7,29728.59
D001266,A0171,MP,Parliament,Exceptional,2021-08-04,109801.36,5335.85,1978.73,195267.85,48878.99,22632.81
D001267,A0171,MP,Parliament,Exceptional,2022-10-17,160801.66,4387.71,900.9,198954.34,10912.34,77003.48
D001268,A0171,MP,Parliament,Exceptional,2021-07-31,131565.01,5530.82,2247.27,120348.62,38196.25,27644.26
D001269,A0171,MP,Parliament,Regular,2025-09-16,196815.19,8012.57,1347.56,109867.85,32324.83,796847.05
D001270,A0172,MP,Parliament,Initial,2018-12-24,53011.45,1672.35,14298.42,211970.77,46595.55,162258.42
D001271,A0172,MP,Parliament,Regular,2020-08-21,53462.73,1176.13,19311.38,72479.69,28435.58,26718.54
D001272,A0172,MP,Parliament,Regular,2019-03-28,48657.79,1420.41,19285.02,173354.5,49140.63,58939.46
D001273,A0172,MP,Parliament,Regular,2019-08-14,60993.69,1758.48,20465.93,84215.39,12644.24,44917.44
D001274,A0172,MP,Parliament,Exceptional,2019-04-26,67909.05,2013.45,12546.3,5269.38,57894.79,74336.85
D001275,A0172,MP,Parliament,Exceptional,2025-11-12,45219.03,1808.83,13967.08,118785.13,9490.39,29377.33
D001276,A0172,MP,Parliament,Exceptional,2019-08-02,44502.94,965.06,15287.63,162742.25,8983.03,36484.9
D001277,A0172,MP,Parliament,Regular,2025-11-13,76661.7,2087.28,17137.57,59901.54,24691.35,422169.11
D001278,A0173,MP,Parliament,Initial,2018-02-14,99524.7,5735.38,3117.75,402204.73,1927.15,150226.59
D001279,A0173,MP,Parliament,Regular,2022-06-12,114433.9,6767.2,4289.95,110831.18,49771.09,183830.05
D001280,A0173,MP,Parliament,Regular,2023-08-18,98709.61,4171.43,4462.9,54365.52,5516.19,75512.06
D001281,A0173,MP,Parliament,Regular,2019-05-28,111760.31,5164.15,1733.46,78458.19,49350.3,195197.48
D001282,A0173,MP,Parliament,Exceptional,2018-11-13,120253.65,5554.35,2535.32,128378.17,49635.22,32964.87
D001283,A0173,MP,Parliament,Exceptional,2022-03-02,111798.45,3984.54,1896.84,15561.72,36191.41,169321.85
D001284,A0173,MP,Parliament,Exceptional,2018-04-25,91539.33,3801.18,1890.8,42381.99,658.62,181937.4
D001285,A0173,MP,Parliament,Regular,2023-08-19,110735.79,4024.67,4455.89,48067.03,5102.36,314181.73
D001286,A0174,MP,Parliament,Initial,2022-06-19,128649.4,9676.14,960.98,589793.45,18516.29,196108.33
D001287,A0174,MP,Parliament,Regular,2023-08-11,123305.96,12113.0,1177.86,194770.15,42159.41,19475.97
D001288,A0174,MP,Parliament,Regular,2022-07-27,150385.14,9710.76,963.07,155012.04,1421.12,159213.86
D001289,A0174,MP,Parliament,Regular,2023-05-08,138414.85,13082.4,759.29,30307.56,27786.37,177040.77
D001290,A0174,MP,Parliament,Exceptional,2026-01-21,117815.19,6924.7,1135.36,28172.53,43113.27,198683.33
D001291,A0174,MP,Parliament,Exceptional,2023-08-17,136130.41,11889.27,1106.47,186045.44,20484.92,157070.37
D001292,A0174,MP,Parliament,Exceptional,2021-10-20,121627.82,10870.86,1383.94,8002.58,42765.75,136574.7
D001293,A0174,MP,Parliament,Regular,2026-01-22,147106.26,14485.27,1063.68,191603.13,34014.05,423353.92
D001294,A0175,MP,Parliament,Initial,2023-02-06,31494.18,15326.35,6190.85,194839.9,47842.98,179026.97
D001295,A0175,MP,Parliament,Regular,2021-07-08,29948.29,12193.77,3517.4,115302.32,21202.11,14226.78
D001296,A0175,MP,Parliament,Regular,2025-12-20,35638.25,11616.51,6025.31,51205.26,52599.47,130058.42
D001297,A0175,MP,Parliament,Regular,2019-07-30,37224.5,22555.49,6118.16,72694.42,17197.5,81806.65
D001298,A0175,MP,Parliament,Exceptional,2025-08-19,27226.47,13283.84,8325.67,190408.99,22420.99,136440.18
D001299,A0175,MP,Parliament,Exceptional,2023-09-04,32282.98,21110.64,9232.09,8535.11,58645.9,11411.74
D001300,A0175,MP,Parliament,Exceptional,2020-09-29,36214.29,16258.19,4052.29,21059.6,22549.3,114026.75
D001301,A0175,MP,Parliament,Regular,2025-12-21,47628.56,11081.73,8507.21,133830.11,20936.28,256531.88
D001302,A0176,MP,Parliament,Initial,2022-07-03,111828.97,2182.38,3605.47,425052.7,57572.89,79388.98
D001303,A0176,MP,Parliament,Regular,2021-09-08,102809.01,1838.49,3981.77,42527.04,44477.09,22865.29
D001304,A0176,MP,Parliament,Regular,2023-02-05,101930.4,1431.08,3497.19,128043.28,19211.2,6264.65
D001305,A0176,MP,Parliament,Regular,2024-09-28,126619.66,1227.37,4717.87,157911.83,58713.65,42684.17
D001306,A0176,MP,Parliament,Exceptional,2018-04-04,142729.84,2583.22,2775.66,127137.46,5015.48,13851.81
D001307,A0176,MP,Parliament,Exceptional,2022-07-18,94031.9,2998.1,3430.32,83944.37,12846.29,178614.68
D001308,A0176,MP,Parliament,Exceptional,2020-01-24,135902.91,1292.93,5053.57,68403.83,45190.56,32906.66
D001309,A0176,MP,Parliament,Regular,2024-09-29,135264.5,2005.83,3517.13,137766.1,9641.35,497580.41
D001310,A0177,MP,Parliament,Initial,2024-11-30,99290.14,7782.76,198.63,456512.48,35827.72,15561.74
D001311,A0177,MP,Parliament,Regular,2019-08-16,99004.17,11568.04,285.82,148567.27,44203.16,63303.06
D001312,A0177,MP,Parliament,Regular,2019-09-09,116065.25,11159.07,198.52,63281.57,47521.01,134789.06
D001313,A0177,MP,Parliament,Regular,2020-12-12,104871.0,3920.0,188.81,166502.17,7543.03,89865.73
D001314,A0177,MP,Parliament,Regular,2024-12-01,105095.4,5592.87,293.78,84035.22,32765.17,380435.11
D001315,A0178,MP,Parliament,Initial,2021-06-11,64808.56,19047.54,19434.89,262212.07,862.26,162755.87
D001316,A0178,MP,Parliament,Regular,2023-08-19,74252.16,11899.86,19417.99,199809.63,24843.22,70345.8
D001317,A0178,MP,Parliament,Regular,2024-01-31,66607.3,28077.41,16244.2,185269.77,27529.41,74624.3
D001318,A0178,MP,Parliament,Regular,2024-03-14,69893.92,19862.07,17133.09,169018.32,41313.04,87498.73
D001319,A0178,MP,Parliament,Exceptional,2024-12-16,82238.87,26778.6,11645.87,17524.04,50234.07,17927.59
D001320,A0178,MP,Parliament,Exceptional,2018-03-09,71816.32,17357.63,19365.02,150345.35,55633.73,19940.41
D001321,A0178,MP,Parliament,Exceptional,2022-12-25,68157.91,24873.62,22694.32,170341.05,12712.27,155376.05
D001322,A0178,MP,Parliament,Regular,2024-12-17,86257.12,11704.73,26360.37,190110.3,21036.82,442539.25
D001323,A0179,MP,Parliament,Initial,2021-01-01,120799.36,12897.19,15692.7,562756.88,56377.01,156439.21
D001324,A0179,MP,Parliament,Regular,2025-05-21,118304.82,17262.68,20324.22,82943.3,14493.27,180037.45
D001325,A0179,MP,Parliament,Regular,2022-08-26,109903.54,6787.1,20251.59,168153.92,31137.79,148249.09
D001326,A0179,MP,Parliament,Regular,2021-07-24,120863.02,18819.07,23426.52,48366.22,58409.42,38532.08
D001327,A0179,MP,Parliament,Exceptional,2018-07-31,145039.66,13901.28,9868.68,127254.7,58641.34,34743.45
D001328,A0179,MP,Parliament,Exceptional,2021-07-27,127882.85,12089.84,9409.0,160234.39,30255.42,126288.21
D001329,A0179,MP,Parliament,Exceptional,2022-05-25,147558.27,14539.24,11930.07,110581.1,56922.02,40752.52
D001330,A0179,MP,Parliament,Regular,2025-05-22,127559.2,12090.1,17715.4,118657.64,1669.1,751041.9
D001331,A0180,MP,Parliament,Initial,2020-09-08,37877.25,7648.1,14846.79,206930.05,27222.38,126300.36
D001332,A0180,MP,Parliament,Regular,2025-04-26,44292.63,6094.94,15372.62,49050.88,46801.74,157209.64
D001333,A0180,MP,Parliament,Regular,2020-12-02,41580.79,5927.01,21304.79,125487.6,38303.19,115870.92
D001334,A0180,MP,Parliament,Regular,2019-02-28,35350.06,10915.36,9244.86,28367.08,15719.68,36125.54
D001335,A0180,MP,Parliament,Exceptional,2022-01-20,47587.45,5414.64,8918.05,159088.29,24824.71,97303.46
D001336,A0180,MP,Parliament,Exceptional,2025-01-06,31747.06,9080.86,12994.72,62716.99,54498.14,161709.81
D001337,A0180,MP,Parliament,Exceptional,2020-01-07,35959.81,10735.16,17217.33,126242.68,51288.54,23441.43
D001338,A0180,MP,Parliament,Regular,2025-04-27,45668.08,6476.28,22194.71,119998.57,300.87,226996.55
D001339,A0181,MP,Parliament,Initial,2020-06-07,42159.36,12122.22,10719.08,225172.77,45657.66,43261.31
D001340,A0181,MP,Parliament,Regular,2018-05-01,42086.08,8725.1,13160.29,187969.62,16055.43,96314.97
D001341,A0181,MP,Parliament,Regular,2019-01-12,42351.86,12746.47,8514.39,149038.89,29748.1,102531.31
D001342,A0181,MP,Parliament,Regular,2022-06-27,49609.11,9092.79,7480.6,169207.16,43043.77,192374.26
D001343,A0181,MP,Parliament,Exceptional,2024-08-03,40295.6,15687.35,15583.0,97566.36,52971.44,84747.46
D001344,A0181,MP,Parliament,Exceptional,2021-01-17,50926.24,13612.17,11869.19,85862.6,34028.52,74792.1
D001345,A0181,MP,Parliament,Exceptional,2025-02-04,50998.95,11508.87,14893.63,191619.49,15183.82,81961.65
D001346,A0181,MP,Parliament,Regular,2025-02-05,57434.93,16695.35,15546.72,106099.64,23898.4,419318.45
D001347,A0182,MP,Parliament,Initial,2018-02-09,72938.68,3718.3,4906.36,267140.84,22299.62,29007.94
D001348,A0182,MP,Parliament,Regular,2021-07-28,80705.75,4524.43,3502.03,113493.85,19293.67,46529.75
D001349,A0182,MP,Parliament,Regular,2018-09-29,74082.16,4096.83,5040.12,20584.04,16682.91,121580.87
D001350,A0182,MP,Parliament,Regular,2025-07-12,67282.09,5178.34,4522.44,151240.24,19067.0,64024.28
D001351,A0182,MP,Parliament,Exceptional,2023-07-17,76536.42,5541.23,4519.92,24818.54,10268.38,65374.95
D001352,A0182,MP,Parliament,Exceptional,2022-04-18,66973.1,1938.23,2540.69,156661.13,34545.52,929.4
D001353,A0182,MP,Parliament,Exceptional,2023-03-07,68721.58,4988.63,4429.52,179165.91,55082.07,7824.05
D001354,A0182,MP,Parliament,Regular,2025-07-13,101156.13,2117.4,2919.87,160502.66,43395.22,469842.3
D001355,A0183,MP,Parliament,Initial,2025-03-10,70034.43,11129.0,6263.49,323957.76,23599.65,139291.39
D001356,A0183,MP,Parliament,Regular,2019-05-13,80744.29,16000.21,3775.28,44802.87,49527.39,27746.88
D001357,A0183,MP,Parliament,Regular,2021-08-15,81129.05,13624.72,4549.43,17603.34,43446.47,162456.4
D001358,A0183,MP,Parliament,Regular,2024-01-11,83822.08,15960.22,8568.55,51937.54,47096.64,22160.72
D001359,A0183,MP,Parliament,Regular,2025-03-11,73187.76,9229.61,6969.71,162497.11,16194.72,250666.93
D001360,A0184,MP,Parliament,Initial,2023-01-05,76069.38,2525.77,17237.9,340748.21,53267.9,193167.25
D001361,A0184,MP,Parliament,Regular,2025-06-30,71255.1,2595.46,18580.47,132253.8,58580.97,64382.27
D001362,A0184,MP,Parliament,Regular,2026-03-13,79478.19,1494.75,21826.66,142276.28,21180.58,167108.42
D001363,A0184,MP,Parliament,Regular,2020-09-19,83512.33,3120.01,12168.08,15603.35,58305.91,12053.39
D001364,A0184,MP,Parliament,Exceptional,2020-06-04,78661.46,2235.46,17024.93,68090.03,48839.73,152320.51
D001365,A0184,MP,Parliament,Exceptional,2023-10-07,93506.72,3183.71,13994.16,90804.39,9239.94,100902.28
D001366,A0184,MP,Parliament,Exceptional,2019-06-17,69176.91,2181.37,25427.01,173571.76,30807.84,156004.21
D001367,A0184,MP,Parliament,Regular,2026-03-14,84647.88,1964.64,11449.35,61429.36,52189.88,281386.93
D001368,A0185,MP,Parliament,Initial,2023-01-29,117619.62,14900.52,4811.25,571914.03,11221.79,5717.25
D001369,A0185,MP,Parliament,Regular,2021-12-12,115228.84,21261.96,2810.09,86294.73,9037.2,100438.08
D001370,A0185,MP,Parliament,Regular,2023-09-12,117633.96,14026.46,4184.73,9826.88,22951.35,185603.99
D001371,A0185,MP,Parliament,Regular,2020-03-05,116231.92,13450.58,5263.74,105912.55,29616.97,86713.07
D001372,A0185,MP,Parliament,Exceptional,2025-04-01,108736.06,9105.45,2959.82,179011.69,34513.83,47753.43
D001373,A0185,MP,Parliament,Exceptional,2023-12-20,100037.37,10824.71,5389.66,143164.66,23514.49,20260.85
D001374,A0185,MP,Parliament,Exceptional,2026-03-26,142559.02,17756.71,4788.02,34205.82,12214.53,127379.84
D001375,A0185,MP,Parliament,Regular,2026-03-27,167432.95,11741.29,2420.57,37015.77,54466.95,775487.18
D001376,A0186,MP,Parliament,Initial,2018-02-22,115256.39,13758.72,3404.65,482073.07,9998.73,66431.06
D001377,A0186,MP,Parliament,Regular,2025-06-21,120140.98,11475.52,2306.7,52766.44,4618.62,135840.59
D001378,A0186,MP,Parliament,Regular,2018-02-09,124269.62,20219.01,3687.78,97661.47,14850.63,21877.2
D001379,A0186,MP,Parliament,Regular,2018-03-13,123345.09,20506.17,4546.43,105053.84,10038.28,29316.59
D001380,A0186,MP,Parliament,Exceptional,2021-06-01,138532.0,11497.85,3372.86,70156.21,32742.9,132681.7
D001381,A0186,MP,Parliament,Exceptional,2020-11-04,113198.45,7065.94,2902.9,142031.43,53482.34,154905.26
D001382,A0186,MP,Parliament,Exceptional,2024-09-06,120117.61,10593.35,3470.39,127960.06,8874.02,82063.79
D001383,A0186,MP,Parliament,Regular,2025-06-22,130487.91,20556.72,2918.45,6180.93,34655.05,558362.7
D001384,A0187,MP,Parliament,Initial,2024-02-10,50630.75,1785.48,18412.95,298356.83,6475.9,54784.78
D001385,A0187,MP,Parliament,Regular,2023-01-15,60564.48,2456.99,12427.86,182065.47,20930.7,66239.13
D001386,A0187,MP,Parliament,Regular,2024-08-10,51906.05,2667.41,14902.03,8220.0,31204.66,68654.89
D001387,A0187,MP,Parliament,Regular,2024-11-13,47435.36,2312.79,19640.4,158505.11,20819.87,22038.12
D001388,A0187,MP,Parliament,Exceptional,2025-09-08,44229.28,2108.51,18839.87,57956.36,33488.45,32521.36
D001389,A0187,MP,Parliament,Exceptional,2023-06-18,47802.01,2320.74,9493.57,8190.62,16981.04,118614.32
D001390,A0187,MP,Parliament,Exceptional,2018-08-06,52867.78,901.83,15692.53,166822.01,2994.12,27543.76
D001391,A0187,MP,Parliament,Regular,2025-09-09,77324.97,2294.81,18449.65,191704.86,33644.95,429438.16
D001392,A0188,MP,Parliament,Initial,2020-10-15,44264.43,14661.06,8641.02,341052.41,17448.12,6427.34
D001393,A0188,MP,Parliament,Regular,2025-08-11,48297.51,13525.76,12675.56,19627.74,15675.65,60404.53
D001394,A0188,MP,Parliament,Regular,2021-06-26,42139.32,13720.06,11889.45,160876.05,8350.58,153532.07
D001395,A0188,MP,Parliament,Regular,2020-10-21,41639.87,15456.92,6921.99,17119.59,33999.91,125663.77
D001396,A0188,MP,Parliament,Exceptional,2022-03-20,52727.91,19555.69,5150.41,105314.28,41648.0,100763.03
D001397,A0188,MP,Parliament,Exceptional,2025-09-07,51182.92,14197.46,8016.0,84101.13,24615.52,5534.59
D001398,A0188,MP,Parliament,Exceptional,2024-04-08,35996.32,18572.19,5084.62,28117.12,54410.93,157326.42
D001399,A0188,MP,Parliament,Regular,2025-09-08,59677.01,12800.74,9685.63,179982.48,52668.31,372695.82
D001400,A0189,MP,Parliament,Initial,2021-01-11,42593.58,13401.58,9256.16,182630.62,31080.5,167839.61
D001401,A0189,MP,Parliament,Regular,2025-04-15,39702.1,14665.89,12236.08,113088.68,41435.57,172862.82
D001402,A0189,MP,Parliament,Regular,2019-05-13,47796.04,15739.0,11471.74,10604.05,12303.87,28830.38
D001403,A0189,MP,Parliament,Regular,2023-07-22,40077.19,18695.91,10548.95,30955.1,37694.37,143828.41
D001404,A0189,MP,Parliament,Regular,2025-04-16,63182.05,15058.88,6485.79,13428.41,9181.33,323477.33
D001405,A0190,MP,Parliament,Initial,2023-06-05,54720.61,2072.14,493.13,198712.66,23442.83,185208.89
D001406,A0190,MP,Parliament,Regular,2020-01-24,62714.27,2780.23,516.17,164337.29,40879.23,171862.78
D001407,A0190,MP,Parliament,Regular,2024-12-02,51270.96,1339.11,257.24,28337.24,44675.91,48136.38
D001408,A0190,MP,Parliament,Regular,2023-09-27,61423.85,2168.87,481.37,58007.24,40052.13,191818.28
D001409,A0190,MP,Parliament,Exceptional,2025-06-27,51305.53,1835.55,640.99,92792.74,48809.62,29633.31
D001410,A0190,MP,Parliament,Exceptional,2021-03-06,56282.4,2205.19,252.0,60552.31,38706.54,178644.19
D001411,A0190,MP,Parliament,Exceptional,2024-12-14,55937.58,2917.8,421.49,27860.7,52945.45,91670.04
D001412,A0190,MP,Parliament,Regular,2025-06-28,55020.04,1364.12,493.44,172204.43,12646.81,212256.37
D001413,A0191,MP,Parliament,Initial,2019-07-28,81304.52,3489.94,3028.05,400706.66,33788.87,91896.35
D001414,A0191,MP,Parliament,Regular,2021-02-14,92320.32,4042.9,4310.37,13642.02,50359.53,96748.93
D001415,A0191,MP,Parliament,Regular,2023-04-17,87951.37,2374.46,3659.4,101396.04,39534.31,51845.2
D001416,A0191,MP,Parliament,Regular,2025-10-29,81078.73,5078.54,2568.08,123495.0,24226.43,8985.83
D001417,A0191,MP,Parliament,Regular,2025-10-30,89069.73,2081.89,1835.67,186846.78,28584.78,455022.3
D001418,A0192,MP,Parliament,Initial,2022-09-17,110855.55,14652.94,4732.34,544034.86,10439.88,178494.57
D001419,A0192,MP,Parliament,Regular,2018-09-21,101829.47,10996.8,2543.25,149986.99,26491.71,74864.42
D001420,A0192,MP,Parliament,Regular,2025-01-29,127728.18,20859.21,3886.01,139745.15,22657.74,197774.17
D001421,A0192,MP,Parliament,Regular,2024-06-08,118276.27,10194.31,4690.24,135769.8,13529.79,148430.78
D001422,A0192,MP,Parliament,Exceptional,2023-12-05,133507.34,10144.17,5120.91,125823.13,40119.49,40707.92
D001423,A0192,MP,Parliament,Exceptional,2019-07-30,138197.57,12595.1,4297.1,109316.17,4317.91,37060.87
D001424,A0192,MP,Parliament,Exceptional,2026-03-09,141770.04,17997.97,4865.58,38027.38,12448.49,165515.15
D001425,A0192,MP,Parliament,Regular,2026-03-10,144168.77,12550.03,6624.13,170684.32,48095.75,655184.99
D001426,A0193,MP,Parliament,Initial,2024-01-24,117397.69,11383.05,2543.85,335243.34,6054.78,99742.45
D001427,A0193,MP,Parliament,Regular,2021-09-17,106451.85,15040.74,2009.38,165629.7,23425.58,71581.04
D001428,A0193,MP,Parliament,Regular,2019-10-09,139754.25,6542.72,2735.54,170639.04,55908.54,100009.4
D001429,A0193,MP,Parliament,Regular,2022-06-24,127446.17,11906.0,3540.55,116554.5,56215.61,196986.79
D001430,A0193,MP,Parliament,Exceptional,2018-05-13,113761.02,8661.15,2122.95,152947.18,8357.32,109417.47
D001431,A0193,MP,Parliament,Exceptional,2026-03-25,113265.83,14312.42,3592.73,12465.7,29613.31,161132.41
D001432,A0193,MP,Parliament,Exceptional,2024-04-28,147000.92,13694.84,3219.43,7072.41,58863.36,189981.56
D001433,A0193,MP,Parliament,Regular,2026-03-26,159530.38,12662.87,1476.94,110285.05,56796.04,454910.29
D001434,A0194,MP,Parliament,Initial,2018-03-29,33560.01,10152.09,13006.74,281486.48,18205.1,169966.7
D001435,A0194,MP,Parliament,Regular,2018-08-15,30469.34,13013.17,9054.96,121627.78,22763.3,136719.01
D001436,A0194,MP,Parliament,Regular,2018-03-16,35766.54,5605.38,16462.39,139088.11,25783.12,85366.72
D001437,A0194,MP,Parliament,Regular,2019-07-19,31367.7,6273.91,14511.01,180710.26,21107.35,68625.13
D001438,A0194,MP,Parliament,Regular,2019-07-20,38355.81,6009.94,6634.08,82613.1,45154.14,205435.52
D001439,A0195,MP,Parliament,Initial,2021-03-03,34577.97,16035.34,17465.12,251306.9,3413.02,11330.92
D001440,A0195,MP,Parliament,Regular,2018-06-29,34378.73,17677.62,24283.93,199617.76,7782.97,79563.73
D001441,A0195,MP,Parliament,Regular,2025-05-17,32389.63,9249.25,13102.31,108729.24,29695.76,147043.73
D001442,A0195,MP,Parliament,Regular,2022-01-02,40431.75,21788.18,16479.07,60543.78,22016.02,110281.17
D001443,A0195,MP,Parliament,Regular,2025-05-18,39644.46,22336.89,14301.47,108283.83,6262.69,264655.14
D001444,A0196,MP,Parliament,Initial,2024-03-14,125056.35,9724.15,1568.92,432569.43,50485.52,104198.99
D001445,A0196,MP,Parliament,Regular,2020-05-13,117155.84,11911.22,2020.68,7173.54,14106.31,88055.48
D001446,A0196,MP,Parliament,Regular,2023-02-02,148306.01,5069.1,2096.59,54059.71,35294.41,60082.57
D001447,A0196,MP,Parliament,Regular,2018-12-13,114791.22,13172.09,1386.83,3769.7,22955.29,88803.95
D001448,A0196,MP,Parliament,Exceptional,2022-04-03,111576.95,9054.01,866.45,61029.61,32492.95,69560.91
D001449,A0196,MP,Parliament,Exceptional,2018-04-17,156949.09,12198.74,1311.96,165631.51,15751.96,150663.67
D001450,A0196,MP,Parliament,Exceptional,2020-06-05,147394.67,8177.47,2085.47,86815.2,25652.95,145845.23
D001451,A0196,MP,Parliament,Regular,2024-03-15,180237.29,5417.51,955.8,77622.11,43277.82,876225.83
D001452,A0197,MP,Parliament,Initial,2020-09-02,123797.61,9270.05,11452.05,479979.47,31134.77,32509.77
D001453,A0197,MP,Parliament,Regular,2019-06-25,145129.64,7237.13,13543.18,54878.56,59928.37,154267.84
D001454,A0197,MP,Parliament,Regular,2021-04-26,123953.56,8293.0,12775.3,72338.97,39553.8,156485.26
D001455,A0197,MP,Parliament,Regular,2024-10-26,111876.11,7479.96,13293.27,167199.96,50855.56,88761.74
D001456,A0197,MP,Parliament,Exceptional,2018-02-06,127910.13,13588.83,11225.39,168865.07,13070.55,11716.97
D001457,A0197,MP,Parliament,Exceptional,2018-11-22,116149.74,10292.8,9322.27,12808.7,10788.23,153195.37
D001458,A0197,MP,Parliament,Exceptional,2021-02-05,115103.35,9223.04,8330.44,34899.06,52274.35,131195.63
D001459,A0197,MP,Parliament,Regular,2024-10-27,141080.18,10703.21,7836.13,101343.84,26418.53,649119.15
D001460,A0198,MP,Parliament,Initial,2024-01-23,52795.24,19034.08,19839.42,434643.88,967.09,168986.18
D001461,A0198,MP,Parliament,Regular,2026-01-21,48224.23,13984.28,12085.45,101387.59,6790.95,15490.05
D001462,A0198,MP,Parliament,Regular,2020-04-15,52675.75,16585.52,26241.46,83193.93,38513.22,175170.63
D001463,A0198,MP,Parliament,Regular,2019-08-10,47906.85,21070.09,17067.6,195019.77,53843.53,74943.12
D001464,A0198,MP,Parliament,Regular,2026-01-22,62110.32,10110.09,17226.61,58174.53,9003.8,243176.27
D001465,A0199,MP,Parliament,Initial,2022-04-01,51147.96,6262.12,14315.36,335570.06,47008.03,142568.05
D001466,A0199,MP,Parliament,Regular,2024-07-14,46533.39,7678.98,12613.12,199564.17,4706.7,15462.29
D001467,A0199,MP,Parliament,Regular,2020-07-08,54708.92,9379.48,16181.0,146790.25,32338.04,24248.47
D001468,A0199,MP,Parliament,Regular,2023-12-02,58281.15,6932.8,16594.33,104067.2,19016.36,39004.72
D001469,A0199,MP,Parliament,Exceptional,2020-09-26,49324.14,8134.53,21150.58,46178.14,18888.98,194479.37
D001470,A0199,MP,Parliament,Exceptional,2025-10-09,47082.89,7719.93,19758.44,72376.23,21119.08,101128.69
D001471,A0199,MP,Parliament,Exceptional,2022-01-23,57626.62,6921.01,13584.82,83770.05,34160.54,165356.78
D001472,A0199,MP,Parliament,Regular,2025-10-10,54992.69,6497.67,18272.82,81523.49,35085.32,262108.56
D001473,A0200,MP,Parliament,Initial,2020-03-22,58688.52,6276.89,1630.12,271051.81,58994.87,115202.35
D001474,A0200,MP,Parliament,Regular,2020-01-07,68250.15,3235.81,1011.96,52675.22,33274.73,186025.03
D001475,A0200,MP,Parliament,Regular,2019-02-18,55045.1,3352.33,1518.33,138009.31,59396.01,26475.55
D001476,A0200,MP,Parliament,Regular,2023-12-09,68993.45,8814.38,1392.72,80463.5,33416.45,142396.7
D001477,A0200,MP,Parliament,Exceptional,2021-10-10,64307.3,7008.96,2435.62,9047.54,44324.91,70991.53
D001478,A0200,MP,Parliament,Exceptional,2023-01-13,73673.88,7098.1,2022.48,87138.03,45459.6,140022.74
D001479,A0200,MP,Parliament,Exceptional,2026-03-24,52334.04,7946.26,2308.81,187324.29,5027.37,179119.83
D001480,A0200,MP,Parliament,Regular,2026-03-25,79589.38,5460.1,1873.67,75874.92,26315.22,355861.94
D001481,A0201,MP,Parliament,Initial,2022-10-14,124476.81,1937.97,5946.97,501667.95,33847.88,179460.33
D001482,A0201,MP,Parliament,Regular,2021-03-14,124083.47,1586.38,4034.52,28639.31,48839.23,146925.15
D001483,A0201,MP,Parliament,Regular,2026-03-14,119896.59,1975.06,6393.81,123095.5,5967.99,56958.19
D001484,A0201,MP,Parliament,Regular,2019-05-01,122778.07,1912.07,4303.43,33864.15,56352.29,51885.8
D001485,A0201,MP,Parliament,Exceptional,2019-03-11,157121.84,2260.52,3812.03,41368.62,50327.4,150972.95
D001486,A0201,MP,Parliament,Exceptional,2018-04-23,136824.38,1046.01,8270.12,107583.18,11707.96,97673.18
D001487,A0201,MP,Parliament,Exceptional,2018-04-16,122581.06,1515.18,8610.5,85300.51,26689.48,25235.74
D001488,A0201,MP,Parliament,Regular,2026-03-15,158373.04,2748.04,7233.01,183836.73,7196.44,618398.46
D001489,A0202,MP,Parliament,Initial,2020-06-30,38686.38,2736.36,5569.06,204941.53,58106.37,160728.22
D001490,A0202,MP,Parliament,Regular,2026-02-27,35680.65,1797.04,4652.05,90692.81,44131.3,134416.3
D001491,A0202,MP,Parliament,Regular,2018-10-31,43020.92,2229.61,7934.41,86675.52,55942.08,158839.48
D001492,A0202,MP,Parliament,Regular,2021-07-24,37027.5,2895.54,7449.38,125216.16,56950.95,125457.01
D001493,A0202,MP,Parliament,Exceptional,2024-07-29,38226.19,3949.01,6534.45,53057.21,9085.99,162773.77
D001494,A0202,MP,Parliament,Exceptional,2026-03-24,40557.38,1728.81,6319.62,17742.34,30978.37,144656.72
D001495,A0202,MP,Parliament,Exceptional,2020-05-27,31010.96,1552.23,5890.61,41709.39,10686.9,83631.87
D001496,A0202,MP,Parliament,Regular,2026-03-25,44792.81,2408.79,6036.3,127542.93,29053.98,157310.49
D001497,A0203,MP,Parliament,Initial,2023-05-25,60010.06,4637.87,5842.32,235988.16,47804.77,78442.01
D001498,A0203,MP,Parliament,Regular,2021-04-25,55746.94,2840.08,8067.63,150992.22,17236.28,193872.43
